id,target,target_clip_id,freq_rank,axis,target_feature,option_1,option_2,option_3,option_4,correct_option,difficulty,southern_merged
03502,mộ,v03086,1145,vowel,ô,mộ,mợ,mọ,mẹ,1,hard,0
03503,mộ,v03086,1145,onset,m,mộ,bộ,độ,hộ,1,easy,0
03504,mộ,v03086,1145,final,,mộ,một,mộc,mộng,1,easy,0
03505,kiểu,v02298,1146,tone,hoi,kiểu,kiều,kiêu,kiệu,1,medium,0
03506,kiểu,v02298,1146,onset,k,kiểu,biểu,hiểu,tiểu,1,easy,0
03507,kiểu,v02298,1146,final,u,kiểu,kiểm,kiểng,kiển,1,easy,0
03508,tệ,v05908,1147,tone,nang,tệ,tế,tề,tê,1,hard,0
03509,tệ,v05908,1147,vowel,ê,tệ,tự,tụ,tạ,1,easy,0
03510,tệ,v05908,1147,onset,t,tệ,thệ,hệ,nghệ,1,medium,0
03511,khắp,v02215,1148,vowel,ă,khắp,kháp,khớp,khép,1,medium,0
03512,khắp,v02215,1148,onset,kh,khắp,sắp,lắp,cắp,1,easy,0
03513,khắp,v02215,1148,final,p,khắp,khắc,khắt,khắn,1,easy,0
03514,giam,v01355,1149,tone,ngang,giam,giám,giảm,giạm,1,medium,0
03515,giam,v01355,1149,onset,gi,giam,dam,ram,nam,1,hard,0
03516,giam,v01355,1149,final,m,giam,gia,giao,gian,1,easy,0
03517,kia,v02277,1150,vowel,ia,kia,kê,ki,ky,1,easy,0
03518,kia,v02277,1150,onset,k,kia,chia,bia,tia,1,easy,0
03519,đàm,v06694,1151,tone,huyen,đàm,đảm,đam,đạm,1,hard,0
03520,đàm,v06694,1151,vowel,a,đàm,đằm,đầm,điềm,1,medium,0
03521,đàm,v06694,1151,onset,đ,đàm,làm,hàm,tràm,1,easy,0
03522,đàm,v06694,1151,final,m,đàm,đào,đàn,đà,1,easy,0
03523,trùng,v05548,1152,tone,huyen,trùng,trung,trụng,trủng,1,hard,0
03524,trùng,v05548,1152,vowel,u,trùng,trừng,trường,trồng,1,medium,0
03525,trùng,v05548,1152,onset,tr,trùng,chùng,cùng,dùng,1,medium,0
03526,trùng,v05548,1152,final,ng,trùng,trùn,trùm,trù,1,medium,0
03527,bậc,v00231,1153,vowel,â,bậc,buộc,bạc,bọc,1,easy,0
03528,bậc,v00231,1153,final,c,bậc,bật,bận,bậy,1,medium,0
03529,túi,v05808,1154,tone,sac,túi,tui,tụi,tủi,1,hard,0
03530,túi,v05808,1154,onset,t,túi,thúi,núi,cúi,1,medium,0
03531,mãi,v02898,1155,tone,nga,mãi,mái,mai,mại,1,medium,0
03532,mãi,v02898,1155,onset,m,mãi,lãi,bãi,đãi,1,easy,0
03533,mãi,v02898,1155,final,i,mãi,mã,mãn,mãnh,1,easy,0
03534,màn,v02875,1156,tone,huyen,màn,mạn,man,mản,1,hard,0
03535,màn,v02875,1156,vowel,a,màn,mằn,miền,mòn,1,medium,0
03536,màn,v02875,1156,onset,m,màn,bàn,đàn,hàn,1,easy,0
03537,màn,v02875,1156,final,n,màn,màng,mành,mà,1,hard,0
03538,đẳng,v06846,1157,tone,hoi,đẳng,đằng,đăng,đặng,1,medium,0
03539,đẳng,v06846,1157,vowel,ă,đẳng,đảng,đổng,đỏng,1,medium,0
03540,đẳng,v06846,1157,onset,đ,đẳng,khẳng,chẳng,thẳng,1,easy,0
03541,xóm,v06402,1158,vowel,o,xóm,xốm,xám,xúm,1,medium,0
03542,xóm,v06402,1158,onset,x,xóm,nhóm,tóm,khóm,1,easy,0
03543,xóm,v06402,1158,final,m,xóm,xót,xóc,xó,1,easy,0
03544,giật,v01440,1159,vowel,â,giật,giọt,giặt,giựt,1,easy,0
03545,giật,v01440,1159,onset,gi,giật,dật,rật,vật,1,hard,0
03546,giật,v01440,1159,final,t,giật,giận,giập,giậm,1,easy,0
03547,đuổi,v06691,1160,onset,đ,đuổi,tuổi,buổi,ruổi,1,easy,0
03548,khủng,v02266,1161,vowel,u,khủng,khẳng,khổng,khảng,1,easy,0
03549,khủng,v02266,1161,onset,kh,khủng,ủng,chủng,củng,1,easy,0
03550,kênh,v02319,1162,onset,k,kênh,chênh,nghênh,bênh,1,easy,0
03551,kênh,v02319,1162,final,nh,kênh,kên,kê,kêu,1,medium,0
03552,tóc,v05790,1163,vowel,o,tóc,tốc,tác,tức,1,medium,0
03553,tóc,v05790,1163,onset,t,tóc,thóc,sóc,khóc,1,medium,0
03554,tóc,v05790,1163,final,c,tóc,tót,tóm,tóp,1,medium,0
03555,đậu,v06836,1164,tone,nang,đậu,đầu,đấu,đâu,1,hard,0
03556,đậu,v06836,1164,onset,đ,đậu,hậu,cậu,lậu,1,easy,0
03557,đậu,v06836,1164,final,u,đậu,đập,đậm,đậy,1,easy,0
03558,đợi,v06933,1165,onset,đ,đợi,lợi,gợi,sợi,1,easy,0
03559,đợi,v06933,1165,final,i,đợi,đợt,đợ,đợn,1,easy,0
03560,lẫn,v02650,1166,tone,nga,lẫn,lấn,lần,lân,1,medium,0
03561,lẫn,v02650,1166,vowel,â,lẫn,lãn,lẽn,liễn,1,easy,0
03562,lẫn,v02650,1166,onset,l,lẫn,nẫn,vẫn,dẫn,1,medium,0
03563,ngũ,v03304,1167,tone,nga,ngũ,ngủ,ngụ,ngu,1,easy,1
03564,ngũ,v03304,1167,vowel,u,ngũ,ngữ,ngã,ngõ,1,medium,0
03565,ngũ,v03304,1167,onset,ng,ngũ,vũ,cũ,lũ,1,easy,0
03566,thách,v05151,1168,onset,th,thách,tách,cách,khách,1,medium,0
03567,thách,v05151,1168,final,ch,thách,thác,thát,tháng,1,hard,0
03568,kiều,v02294,1169,tone,huyen,kiều,kiểu,kiêu,kiệu,1,hard,0
03569,kiều,v02294,1169,onset,k,kiều,nhiều,điều,chiều,1,easy,0
03570,kiều,v02294,1169,final,u,kiều,kiềm,kiềng,kiền,1,easy,0
03571,giỏi,v01458,1170,onset,gi,giỏi,rỏi,hỏi,khỏi,1,medium,0
03572,dị,v01241,1171,tone,nang,dị,dì,dí,di,1,hard,0
03573,dị,v01241,1171,vowel,i,dị,dự,dựa,dụ,1,easy,0
03574,dị,v01241,1171,onset,d,dị,vị,bị,thị,1,medium,0
03575,dị,v01241,1171,final,,dị,dịch,dịp,dịu,1,easy,0
03576,ví,v06100,1172,tone,sac,ví,vị,vi,vĩ,1,hard,0
03577,ví,v06100,1172,vowel,i,ví,vé,vú,vá,1,easy,0
03578,ví,v06100,1172,onset,v,ví,dí,chí,trí,1,medium,0
03579,ví,v06100,1172,final,,ví,vít,víu,vích,1,easy,0
03580,dựa,v01308,1173,tone,nang,dựa,dừa,dứa,dưa,1,hard,0
03581,dựa,v01308,1173,vowel,ưa,dựa,dự,dị,dụ,1,easy,0
03582,dựa,v01308,1173,onset,d,dựa,vựa,rựa,lựa,1,hard,0
03583,đoán,v06674,1174,tone,sac,đoán,đoạn,đoan,đoàn,1,hard,0
03584,đoán,v06674,1174,onset,đ,đoán,toán,khoán,hoán,1,easy,0
03585,kiệm,v02300,1175,tone,nang,kiệm,kiếm,kiềm,kiểm,1,hard,0
03586,kiệm,v02300,1175,onset,k,kiệm,nhiệm,nghiệm,niệm,1,easy,0
03587,kiệm,v02300,1175,final,m,kiệm,kiện,kiệt,kiệu,1,easy,0
03588,viêm,v06029,1176,vowel,iê,viêm,vam,vim,vâm,1,easy,0
03589,viêm,v06029,1176,onset,v,viêm,diêm,nghiêm,tiêm,1,medium,0
03590,thuyết,v05115,1177,onset,th,thuyết,tuyết,huyết,khuyết,1,medium,0
03591,bão,v00109,1178,tone,nga,bão,báo,bảo,bao,1,medium,1
03592,bão,v00109,1178,onset,b,bão,não,lão,mão,1,easy,0
03593,trốn,v05642,1179,vowel,ô,trốn,trớn,trấn,trán,1,medium,0
03594,trốn,v05642,1179,onset,tr,trốn,chốn,vốn,bốn,1,medium,0
03595,trốn,v05642,1179,final,n,trốn,trống,trối,trố,1,medium,0
03596,tang,v05031,1180,tone,ngang,tang,tàng,táng,tảng,1,hard,0
03597,tang,v05031,1180,vowel,a,tang,tăng,tương,tung,1,medium,0
03598,tang,v05031,1180,onset,t,tang,thang,đang,trang,1,medium,0
03599,tang,v05031,1180,final,ng,tang,tan,tanh,ta,1,hard,0
03600,gấp,v01568,1181,vowel,â,gấp,gớp,góp,gắp,1,medium,0
03601,gấp,v01568,1181,onset,g,gấp,cấp,chấp,thấp,1,easy,0
03602,gấp,v01568,1181,final,p,gấp,gấu,gấm,gấc,1,easy,0
03603,binh,v00027,1182,tone,ngang,binh,bình,bính,bỉnh,1,hard,0
03604,binh,v00027,1182,onset,b,binh,sinh,kinh,minh,1,easy,0
03605,binh,v00027,1182,final,nh,binh,bin,bi,bim,1,medium,0
03606,ngang,v03146,1183,tone,ngang,ngang,ngàng,ngáng,ngãng,1,hard,0
03607,ngang,v03146,1183,vowel,a,ngang,ngưng,ngông,ngong,1,easy,0
03608,ngang,v03146,1183,onset,ng,ngang,đang,trang,mang,1,easy,0
03609,ngang,v03146,1183,final,ng,ngang,ngan,nganh,ngay,1,hard,0
03610,rối,v04665,1184,tone,sac,rối,rỗi,rôi,rồi,1,hard,0
03611,rối,v04665,1184,onset,r,rối,dối,đối,tối,1,medium,0
03612,rối,v04665,1184,final,i,rối,rốt,rốn,rốc,1,easy,0
03613,não,v03780,1185,tone,nga,não,náo,nào,nạo,1,medium,0
03614,não,v03780,1185,onset,n,não,lão,bão,mão,1,medium,0
03615,não,v03780,1185,final,o,não,nã,nãy,nãi,1,easy,0
03616,khẩn,v02206,1186,vowel,â,khẩn,khiển,khản,khỏn,1,easy,0
03617,khẩn,v02206,1186,onset,kh,khẩn,ẩn,cẩn,chẩn,1,easy,0
03618,khẩn,v02206,1186,final,n,khẩn,khẩu,khẩm,khẩy,1,easy,0
03619,nhiêu,v03440,1187,tone,ngang,nhiêu,nhiều,nhiếu,nhiễu,1,hard,0
03620,nhiêu,v03440,1187,onset,nh,nhiêu,tiêu,siêu,chiêu,1,easy,0
03621,ngư,v03307,1188,tone,ngang,ngư,ngừ,ngứ,ngữ,1,hard,0
03622,ngư,v03307,1188,vowel,ư,ngư,ngơ,ngu,nga,1,hard,0
03623,ngư,v03307,1188,onset,ng,ngư,như,tư,thư,1,easy,0
03624,ấm,v06991,1189,tone,sac,ấm,âm,ậm,ẩm,1,hard,0
03625,ấm,v06991,1189,vowel,â,ấm,ám,ốm,yếm,1,easy,0
03626,ấm,v06991,1189,onset,,ấm,cấm,tấm,chấm,1,easy,0
03627,ấm,v06991,1189,final,m,ấm,ấy,ấn,ấp,1,easy,0
03628,vỡ,v06246,1190,tone,nga,vỡ,vớ,vợ,vở,1,medium,1
03629,vỡ,v06246,1190,vowel,ơ,vỡ,vỗ,vũ,võ,1,medium,0
03630,vỡ,v06246,1190,onset,v,vỡ,dỡ,đỡ,gỡ,1,medium,0
03631,lành,v02491,1191,tone,huyen,lành,lạnh,lanh,lảnh,1,hard,0
03632,lành,v02491,1191,onset,l,lành,nành,thành,hành,1,medium,0
03633,lành,v02491,1191,final,nh,lành,làng,làn,là,1,hard,0
03634,thận,v05275,1192,tone,nang,thận,thần,thấn,thân,1,hard,0
03635,thận,v05275,1192,vowel,â,thận,thiện,thẹn,thọn,1,easy,0
03636,thận,v05275,1192,onset,th,thận,tận,nhận,quận,1,medium,0
03637,thận,v05275,1192,final,n,thận,thật,thậm,thập,1,easy,0
03638,tường,v05832,1193,tone,huyen,tường,tượng,tương,tưởng,1,hard,0
03639,tường,v05832,1193,vowel,ươ,tường,từng,tầng,tùng,1,easy,0
03640,tường,v05832,1193,onset,t,tường,thường,trường,đường,1,medium,0
03641,gói,v01532,1194,tone,sac,gói,gọi,goi,gỏi,1,hard,0
03642,gói,v01532,1194,onset,g,gói,nói,thói,khói,1,easy,0
03643,xu,v06329,1195,vowel,u,xu,xư,xe,xa,1,medium,0
03644,xu,v06329,1195,onset,x,xu,su,thu,khu,1,medium,0
03645,xu,v06329,1195,final,,xu,xung,xum,xun,1,easy,0
03646,khiển,v02054,1196,tone,hoi,khiển,khiến,khiên,khiện,1,easy,0
03647,khiển,v02054,1196,vowel,iê,khiển,khẩn,khản,khỏn,1,easy,0
03648,khiển,v02054,1196,onset,kh,khiển,triển,biển,điển,1,easy,0
03649,ngọt,v03363,1197,vowel,o,ngọt,ngột,ngặt,ngạt,1,medium,0
03650,ngọt,v03363,1197,onset,ng,ngọt,lọt,giọt,vọt,1,easy,0
03651,ngọt,v03363,1197,final,t,ngọt,ngọc,ngọn,ngọ,1,medium,0
03652,ho,v01679,1198,tone,ngang,ho,hò,hó,họ,1,hard,0
03653,ho,v01679,1198,vowel,o,ho,hô,hy,ha,1,medium,0
03654,ho,v01679,1198,onset,h,ho,cho,do,so,1,easy,0
03655,ho,v01679,1198,final,,ho,hong,hon,hom,1,easy,0
03656,dàng,v01081,1199,tone,huyen,dàng,dạng,dang,dáng,1,hard,0
03657,dàng,v01081,1199,vowel,a,dàng,dằng,dùng,dòng,1,medium,0
03658,dàng,v01081,1199,onset,d,dàng,vàng,ràng,giàng,1,hard,0
03659,dàng,v01081,1199,final,ng,dàng,dành,dàn,dài,1,hard,0
03660,gạo,v01560,1200,tone,nang,gạo,gào,gáo,gao,1,hard,0
03661,gạo,v01560,1200,onset,g,gạo,tạo,đạo,bạo,1,easy,0
03662,gạo,v01560,1200,final,o,gạo,gạch,gạt,gạc,1,easy,0
03663,giọng,v01455,1201,onset,gi,giọng,trọng,vọng,đọng,1,easy,0
03664,hẹn,v01918,1202,tone,nang,hẹn,hèn,hén,hen,1,hard,0
03665,hẹn,v01918,1202,vowel,e,hẹn,hện,hiện,hạn,1,medium,0
03666,hẹn,v01918,1202,onset,h,hẹn,vẹn,nghẹn,nhẹn,1,easy,0
03667,hẹn,v01918,1202,final,n,hẹn,hẹp,hẹ,hẹo,1,easy,0
03668,sốt,v04969,1203,vowel,ô,sốt,suốt,sót,sớt,1,hard,0
03669,sốt,v04969,1203,onset,s,sốt,xốt,tốt,chốt,1,medium,0
03670,sốt,v04969,1203,final,t,sốt,sốc,số,sống,1,medium,0
03671,già,v01373,1204,tone,huyen,già,gia,giả,giạ,1,hard,0
03672,già,v01373,1204,vowel,a,già,giờ,giò,gìa,1,easy,0
03673,già,v01373,1204,onset,gi,già,rà,dà,và,1,hard,0
03674,già,v01373,1204,final,,già,giàu,giành,giày,1,easy,0
03675,ngon,v03217,1205,tone,ngang,ngon,ngón,ngòn,ngọn,1,hard,0
03676,ngon,v03217,1205,vowel,o,ngon,ngôn,ngân,ngăn,1,medium,0
03677,ngon,v03217,1205,onset,ng,ngon,con,non,son,1,easy,0
03678,mùi,v02950,1206,tone,huyen,mùi,mui,mủi,mụi,1,hard,0
03679,mùi,v02950,1206,onset,m,mùi,bùi,lùi,đùi,1,easy,0
03680,hiến,v01663,1207,tone,sac,hiến,hiện,hiên,hiền,1,hard,0
03681,hiến,v01663,1207,vowel,iê,hiến,hến,hắn,hán,1,medium,0
03682,hiến,v01663,1207,onset,h,hiến,kiến,tiến,khiến,1,easy,0
03683,hiến,v01663,1207,final,n,hiến,hiếu,hiếm,hiếp,1,easy,0
03684,chảy,v00595,1208,tone,hoi,chảy,chày,chạy,cháy,1,medium,0
03685,chảy,v00595,1208,onset,ch,chảy,trảy,xảy,nhảy,1,medium,0
03686,chảy,v00595,1208,final,y,chảy,chả,chải,chảo,1,easy,0
03687,thẻ,v05293,1209,tone,hoi,thẻ,thè,the,thé,1,medium,0
03688,thẻ,v05293,1209,vowel,e,thẻ,thể,thủ,thử,1,medium,0
03689,thẻ,v05293,1209,onset,th,thẻ,tẻ,trẻ,sẻ,1,medium,0
03690,hiền,v01668,1210,tone,huyen,hiền,hiện,hiển,hiên,1,hard,0
03691,hiền,v01668,1210,vowel,iê,hiền,hàn,hồn,hòn,1,easy,0
03692,hiền,v01668,1210,onset,h,hiền,tiền,miền,liền,1,easy,0
03693,hiền,v01668,1210,final,n,hiền,hiềng,hiềm,hiều,1,medium,0
03694,hề,v01927,1211,tone,huyen,hề,hệ,hê,hể,1,hard,0
03695,hề,v01927,1211,vowel,ê,hề,hè,hà,hồ,1,medium,0
03696,hề,v01927,1211,onset,h,hề,về,đề,nghề,1,easy,0
03697,lệnh,v02699,1212,onset,l,lệnh,bệnh,mệnh,vệnh,1,easy,0
03698,lệnh,v02699,1212,final,nh,lệnh,lệ,lệch,lệt,1,easy,0
03699,duyên,v01058,1213,tone,ngang,duyên,duyền,duyện,duyển,1,medium,0
03700,duyên,v01058,1213,onset,d,duyên,nguyên,chuyên,xuyên,1,easy,0
03701,trại,v05580,1214,tone,nang,trại,trái,trài,trai,1,hard,0
03702,trại,v05580,1214,onset,tr,trại,tại,lại,đại,1,easy,0
03703,trại,v05580,1214,final,i,trại,trạng,trạm,trạch,1,easy,0
03704,rác,v04497,1215,vowel,a,rác,rắc,rước,ruốc,1,medium,0
03705,rác,v04497,1215,onset,r,rác,giác,dác,các,1,hard,0
03706,rác,v04497,1215,final,c,rác,rách,rát,ráo,1,hard,0
03707,trưa,v05566,1216,vowel,ưa,trưa,tra,tri,tre,1,easy,0
03708,trưa,v05566,1216,onset,tr,trưa,chưa,đưa,mưa,1,medium,0
03709,thuyền,v05116,1217,tone,huyen,thuyền,thuyên,thuyển,thuyện,1,hard,0
03710,thuyền,v05116,1217,onset,th,thuyền,tuyền,truyền,huyền,1,medium,0
03711,chánh,v00481,1218,tone,sac,chánh,chanh,chạnh,chảnh,1,hard,0
03712,chánh,v00481,1218,onset,ch,chánh,tránh,đánh,ánh,1,medium,0
03713,chánh,v00481,1218,final,nh,chánh,chán,cháng,cháu,1,hard,0
03714,bụng,v00342,1219,tone,nang,bụng,bùng,búng,bung,1,hard,0
03715,bụng,v00342,1219,vowel,u,bụng,bọng,bạng,bộng,1,easy,0
03716,bụng,v00342,1219,onset,b,bụng,dụng,tụng,phụng,1,easy,0
03717,bụng,v00342,1219,final,ng,bụng,bục,bụt,bụ,1,easy,0
03718,mổ,v03083,1220,tone,hoi,mổ,mồ,mô,mộ,1,medium,0
03719,mổ,v03083,1220,vowel,ô,mổ,mở,mỏ,mẻ,1,hard,0
03720,mổ,v03083,1220,onset,m,mổ,tổ,cổ,bổ,1,easy,0
03721,giành,v01376,1221,onset,gi,giành,dành,rành,thành,1,hard,0
03722,giành,v01376,1221,final,nh,giành,giàn,giàng,giàu,1,hard,0
03723,ngôn,v03293,1222,tone,ngang,ngôn,ngốn,ngồn,ngổn,1,hard,0
03724,ngôn,v03293,1222,vowel,ô,ngôn,ngon,ngân,ngăn,1,medium,0
03725,ngôn,v03293,1222,onset,ng,ngôn,môn,hôn,thôn,1,easy,0
03726,ngôn,v03293,1222,final,n,ngôn,ngông,ngôi,ngô,1,medium,0
03727,ha,v01638,1223,tone,ngang,ha,hà,há,hạ,1,hard,0
03728,ha,v01638,1223,vowel,a,ha,hy,ho,hư,1,easy,0
03729,ha,v01638,1223,onset,h,ha,ra,gia,qua,1,easy,0
03730,ha,v01638,1223,final,,ha,hai,hay,hang,1,easy,0
03731,lối,v02723,1224,tone,sac,lối,lỗi,lôi,lội,1,hard,0
03732,lối,v02723,1224,vowel,ô,lối,lới,lái,lưới,1,medium,0
03733,lối,v02723,1224,onset,l,lối,nối,đối,tối,1,medium,0
03734,lối,v02723,1224,final,i,lối,lốc,lốp,lốt,1,easy,0
03735,chấn,v00597,1225,tone,sac,chấn,chân,chận,chẩn,1,hard,0
03736,chấn,v00597,1225,vowel,â,chấn,chớn,chiến,chắn,1,medium,0
03737,chấn,v00597,1225,onset,ch,chấn,trấn,vấn,tấn,1,medium,0
03738,chấn,v00597,1225,final,n,chấn,chất,chấp,chấm,1,easy,0
03739,gỗ,v01612,1226,tone,nga,gỗ,gổ,gồ,gô,1,easy,1
03740,gỗ,v01612,1226,vowel,ô,gỗ,gỡ,gõ,gã,1,hard,0
03741,gỗ,v01612,1226,onset,g,gỗ,hỗ,chỗ,đỗ,1,easy,0
03742,xương,v06430,1227,tone,ngang,xương,xướng,xường,xưởng,1,hard,0
03743,xương,v06430,1227,vowel,ươ,xương,xong,xăng,xung,1,easy,0
03744,xương,v06430,1227,onset,x,xương,sương,phương,thương,1,medium,0
03745,sứ,v05009,1228,tone,sac,sứ,sự,sư,sử,1,hard,0
03746,sứ,v05009,1228,vowel,ư,sứ,sú,sớ,số,1,hard,0
03747,sứ,v05009,1228,onset,s,sứ,xứ,thứ,cứ,1,medium,0
03748,quên,v04348,1229,vowel,ê,quên,quen,quan,quân,1,medium,0
03749,quên,v04348,1229,onset,qu,quên,trên,nên,lên,1,easy,0
03750,mắn,v03026,1230,tone,sac,mắn,mặn,măn,mằn,1,hard,0
03751,mắn,v03026,1230,vowel,ă,mắn,mán,muốn,món,1,medium,0
03752,mắn,v03026,1230,onset,m,mắn,gắn,ngắn,chắn,1,easy,0
03753,mắn,v03026,1230,final,n,mắn,mắng,mắt,mắc,1,medium,0
03754,nấu,v03874,1231,tone,sac,nấu,nâu,nậu,nẫu,1,hard,0
03755,nấu,v03874,1231,vowel,â,nấu,nếu,níu,náu,1,easy,0
03756,nấu,v03874,1231,onset,n,nấu,lấu,đấu,dấu,1,medium,0
03757,nấu,v03874,1231,final,u,nấu,nấm,nấy,nấc,1,easy,0
03758,loạn,v02445,1232,tone,nang,loạn,loàn,loan,loãn,1,medium,0
03759,loạn,v02445,1232,onset,l,loạn,đoạn,soạn,hoạn,1,easy,0
03760,loạn,v02445,1232,final,n,loạn,loạng,loại,loạt,1,medium,0
03761,ga,v01318,1233,tone,ngang,ga,gà,gá,gã,1,hard,0
03762,ga,v01318,1233,vowel,a,ga,go,gu,gi,1,easy,0
03763,ga,v01318,1233,onset,g,ga,ra,gia,qua,1,easy,0
03764,ga,v01318,1233,final,,ga,gan,gay,gai,1,easy,0
03765,chấm,v00596,1234,tone,sac,chấm,chậm,châm,chẫm,1,hard,0
03766,chấm,v00596,1234,vowel,â,chấm,chớm,chiếm,chém,1,medium,0
03767,chấm,v00596,1234,onset,ch,chấm,cấm,tấm,ấm,1,easy,0
03768,chấm,v00596,1234,final,m,chấm,chất,chấp,chấn,1,easy,0
03769,nha,v03419,1235,tone,ngang,nha,nhà,nhá,nhã,1,hard,0
03770,nha,v03419,1235,vowel,a,nha,như,nhu,nhi,1,easy,0
03771,nha,v03419,1235,onset,nh,nha,ra,gia,qua,1,easy,0
03772,nha,v03419,1235,final,,nha,nhau,nhanh,nhan,1,easy,0
03773,trừ,v05677,1236,tone,huyen,trừ,trư,trự,trữ,1,hard,0
03774,trừ,v05677,1236,vowel,ư,trừ,trù,trờ,trò,1,hard,0
03775,trừ,v05677,1236,onset,tr,trừ,chừ,từ,cừ,1,medium,0
03776,ruột,v04486,1237,vowel,uô,ruột,rột,rệt,rượt,1,medium,0
03777,ruột,v04486,1237,onset,r,ruột,chuột,thuột,tuột,1,easy,0
03778,ruột,v04486,1237,final,t,ruột,ruộc,ruộng,ruộm,1,medium,0
03779,trật,v05603,1238,vowel,â,trật,trợt,triệt,trượt,1,medium,0
03780,trật,v05603,1238,onset,tr,trật,chật,vật,thật,1,medium,0
03781,dáng,v01090,1239,tone,sac,dáng,dạng,dang,dàng,1,hard,0
03782,dáng,v01090,1239,vowel,a,dáng,dúng,dóng,dướng,1,easy,0
03783,dáng,v01090,1239,onset,d,dáng,giáng,váng,ráng,1,hard,0
03784,dáng,v01090,1239,final,ng,dáng,dán,dánh,dám,1,hard,0
03785,mẽ,v03040,1240,tone,nga,mẽ,mé,mẹ,mẻ,1,medium,1
03786,mẽ,v03040,1240,vowel,e,mẽ,mễ,mỹ,mã,1,medium,0
03787,mẽ,v03040,1240,onset,m,mẽ,sẽ,lẽ,chẽ,1,easy,0
03788,súng,v04859,1241,tone,sac,súng,sung,sũng,sụng,1,hard,0
03789,súng,v04859,1241,vowel,u,súng,sống,sáng,sóng,1,easy,0
03790,súng,v04859,1241,onset,s,súng,xúng,chúng,đúng,1,medium,0
03791,súng,v04859,1241,final,ng,súng,sún,súc,sút,1,medium,0
03792,mũi,v02967,1242,tone,nga,mũi,múi,mùi,mui,1,medium,0
03793,mũi,v02967,1242,onset,m,mũi,gũi,lũi,cũi,1,easy,0
03794,uy,v05994,1243,onset,,uy,tuy,huy,duy,1,easy,0
03795,bảng,v00209,1244,tone,hoi,bảng,bàng,bang,báng,1,medium,0
03796,bảng,v00209,1244,vowel,a,bảng,bẳng,bổng,bỏng,1,medium,0
03797,bảng,v00209,1244,onset,b,bảng,quảng,đảng,giảng,1,easy,0
03798,bảng,v00209,1244,final,ng,bảng,bản,bảnh,bảo,1,hard,0
03799,kèm,v02308,1245,tone,huyen,kèm,kem,kẹm,kém,1,hard,0
03800,kèm,v02308,1245,vowel,e,kèm,kềm,kiềm,kìm,1,medium,0
03801,kèm,v02308,1245,onset,k,kèm,thèm,rèm,nhèm,1,easy,0
03802,kèm,v02308,1245,final,m,kèm,kè,kèn,kèo,1,easy,0
03803,đặng,v06850,1246,tone,nang,đặng,đằng,đắng,đăng,1,hard,0
03804,đặng,v06850,1246,vowel,ă,đặng,đạng,động,đựng,1,medium,0
03805,đặng,v06850,1246,onset,đ,đặng,nặng,tặng,lặng,1,easy,0
03806,đặng,v06850,1246,final,ng,đặng,đặn,đặc,đặt,1,medium,0
03807,dám,v01088,1247,tone,sac,dám,dam,dạm,dảm,1,hard,0
03808,dám,v01088,1247,vowel,a,dám,dắm,dấm,dúm,1,medium,0
03809,dám,v01088,1247,onset,d,dám,giám,rám,khám,1,hard,0
03810,dám,v01088,1247,final,m,dám,dáng,dán,dát,1,easy,0
03811,dược,v01174,1248,vowel,ươ,dược,dục,dọc,diệc,1,easy,0
03812,dược,v01174,1248,onset,d,dược,vược,rược,được,1,hard,0
03813,lẻ,v02677,1249,tone,hoi,lẻ,lè,lẽ,le,1,medium,1
03814,lẻ,v02677,1249,vowel,e,lẻ,lể,lửa,lở,1,medium,0
03815,lẻ,v02677,1249,onset,l,lẻ,nẻ,trẻ,sẻ,1,medium,0
03816,lẻ,v02677,1249,final,,lẻ,lẻo,lẻn,lẻm,1,easy,0
03817,miệng,v02839,1250,tone,nang,miệng,miếng,miềng,miêng,1,hard,0
03818,miệng,v02839,1250,vowel,iê,miệng,mạng,mộng,mọng,1,easy,0
03819,rời,v04690,1251,vowel,ơ,rời,rồi,rười,ruồi,1,hard,0
03820,rời,v04690,1251,onset,r,rời,dời,giời,thời,1,hard,0
03821,hứng,v02001,1252,tone,sac,hứng,hưng,hững,hửng,1,hard,0
03822,hứng,v02001,1252,vowel,ư,hứng,húng,hướng,huống,1,medium,0
03823,hứng,v02001,1252,onset,h,hứng,chứng,ứng,đứng,1,easy,0
03824,lục,v02771,1253,vowel,u,lục,lực,lạc,lộc,1,medium,0
03825,lục,v02771,1253,onset,l,lục,nục,tục,phục,1,medium,0
03826,lục,v02771,1253,final,c,lục,lụt,lụng,lụp,1,medium,0
03827,in,v02018,1254,vowel,i,in,an,ăn,yên,1,easy,0
03828,in,v02018,1254,onset,,in,tin,xin,pin,1,easy,0
03829,in,v02018,1254,final,n,in,inh,i,im,1,medium,0
03830,chu,v00437,1255,tone,ngang,chu,chú,chù,chủ,1,hard,0
03831,chu,v00437,1255,vowel,u,chu,chư,cho,chưa,1,medium,0
03832,chu,v00437,1255,onset,ch,chu,tru,thu,khu,1,medium,0
03833,chu,v00437,1255,final,,chu,chung,chun,chum,1,easy,0
03834,nhũng,v03572,1256,tone,nga,nhũng,nhúng,nhung,nhùng,1,medium,0
